stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1900,290,"San Bartolome 10",,43.3164110436,-1.98300306432,40,,0,
1901,291,Londaitz,,43.3139778665,-1.98979373755,40,,0,
1902,292,"La Cumbre",,43.3106527571,-1.99041086557,40,,0,
1903,293,"Pio Baroja","Munto Alde",43.3084003212,-1.99214505834,40,,0,
1904,294,Munto,,43.3066458139,-1.99299321267,40,,0,
1905,295,"Aieteko Jauregia","Aiteko Jauregia/Palacio Aiete",43.3043887566,-1.9924268545,40,,0,
1906,296,"Bera Bera Bidegurutzea","Bera Bera-Etxadi",43.302766516,-1.99144093908,40,,0,
1907,297,"Easo 19","Easo 9 (L19,31,33 ,36,37)",43.3171709838,-1.98400541318,40,,0,
1908,298,Mirakontxa,Miraconcha,43.3142926252,-1.99357563543,40,,0,
1909,299,"Miramar Jauregia/Palacio Miramar","Miramar Jauregi/Palacio Mirama",43.3142857218,-1.9957993174,40,,0,
1910,3,"Urbieta 58","Urbieta 58 (L21,26,28,36)",43.3141146109,-1.98086008458,40,,0,
1911,30,"Easo Plaza/Plaza Easo (Donostia)","Easo Plaza (L21,26,28,32,37)",43.3137088068,-1.98157490754,40,,0,
1912,300,"Duque De Baena",,43.3133038562,-1.99686107837,40,,0,
1913,301,Sanserreka,,43.3108945447,-1.99357070851,40,,0,
1914,302,Polikiroldegia/Polideportivo,Sanserreka-Polikiroldegia,43.3093821675,-1.99355912814,40,,0,
1916,304,"Melodi Pio Baroja","Melodi P. Baroja",43.3078541272,-1.99084519598,40,,0,
1918,306,"Lazkano 3",,43.3108660196,-1.98892726403,40,,0,
1919,307,"Ps De Aiete, Nº 19 (Donostia)",Izaburu,43.3096584819,-1.99139061752,40,,0,
1920,308,Zf,"Matia Zentroa",43.3040652192,-2.0012699092,40,,0,
1921,309,Geriatrico,"Lugaritz 27",43.3028680107,-1.99950158775,40,,0,
1922,31,"San Martin 25","San Martín 25",43.316943569,-1.98319862162,40,,0,
1924,311,"Avda. Tolosa, 70 Facultad De Psicologia (Donostia)","Unibertsitatt.70 Ii (24,40)",43.3069246912,-2.0087030473,40,,0,
1925,313,Geriatrico,"Lugaritz Geriatrico",43.302640988,-1.99909416115,40,,0,
1926,314,Lazkano,,43.3096508758,-1.99041921743,40,,0,
1927,315,Melodi,"Melidi Pb.55",43.3081939634,-1.9913885707,40,,0,
1928,316,Polikiroldegia/Polideportivo,"Sanserreka 33",43.3094683932,-1.99315238717,40,,0,
1929,317,Sanserreka,"Sanserreka 25",43.3108986033,-1.99346927354,40,,0,
1930,318,"Duque De Baena 1",,43.3133614834,-1.99680178529,40,,0,
1931,319,"Miramar Jauregia/Palacio Miramar","Miraconcha 42",43.3142857218,-1.9957993174,40,,0,
1932,32,"Okendo 11",,43.320659402,-1.98035222264,40,,0,
1933,320,"Miraconcha 28",,43.3142365585,-1.99270979627,40,,0,
1934,321,"Askatasuna 20/Libertad 20","Askata.20/Libertad 20 (L18,36)",43.31984809,-1.98160714345,40,,0,
1935,322,Gantxegi,,43.3089177212,-1.99642840846,40,,0,
1936,323,"Portuene 20","Portuene 20 I",43.3099379455,-1.996986206,40,,0,
1937,324,"Portuene 49",,43.3093555161,-1.9960470993,40,,0,
1938,325,"Gregorio Marañon","Dr. Marañon",43.308287821,-1.99457718303,40,,0,
1939,326,Muntomar,,43.3081108668,-1.9971842701,40,,0,
1940,327,"Pinu Bidea",,43.3073355024,-1.99764611376,40,,0,
1941,328,Gurutze,"Gurutze H.153",43.3073916574,-1.99908396881,40,,0,
1942,329,"Itxas Aurre",,43.3087641141,-2.00066427445,40,,0,
1943,33,"Zurriola 36",,43.3254649882,-1.97448585239,40,,0,
1944,330,Apaiztegia/Seminario,"Apaizgaitegia/Seminario H.82",43.3107837296,-2.00274079144,40,,0,
1945,331,Avanco,,43.3085320609,-2.00450159169,40,,0,
1946,332,Apaiztegia/Seminario,Apaizgaitegia/Seminario,43.3106787397,-2.00266401169,40,,0,
1947,333,"Itxas Aurre","Itxas Aurre H.112",43.3087719523,-2.00082982034,40,,0,
1948,334,Gurutze,"Gurutze H.128",43.30738369,-1.99937694244,40,,0,
1949,335,"Begi Urdinak","Begi Urdinak (L18,36)",43.3072856212,-1.99758335081,40,,0,
1950,336,"Donosti Zahar",,43.3089987665,-1.99579750942,40,,0,
1951,337,"Portuene 20","Portuene 20 Ii",43.3099017435,-1.99706094166,40,,0,
1952,338,"Portuene 21",,43.3093293289,-1.99688981772,40,,0,
1953,339,"Pio Baroja 4","P.Baroja 4",43.313830081,-1.99936135483,40,,0,
1954,34,"Boulevard 17","Boulevard 17 (L5,16,25,31)",43.3221313333,-1.98391086266,40,,0,
1955,340,"Pio Baroja 10","P.Baroja 10",43.3113480549,-1.99612160075,40,,0,
1956,341,"Polikiroldegia Pio Baroja","Polikiroldegia P. Baroja",43.3093644042,-1.99427199888,40,,0,
1957,342,"Jauregia 51/Palacio 51","Jauregia/Palacio 51",43.3096880556,-1.99584956493,40,,0,
1958,343,"Polikiroldegia Pio Baroja 47","Polikiroldegia P.Baroja 47",43.30948985,-1.99408142,40,,0,
1959,344,"Pio Baroja 15",,43.3112622825,-1.995768808,40,,0,
1960,345,"Pio Baroja 5","P. Baroja 5",43.3140090874,-1.99927728059,40,,0,
1961,346,"Larratxo Ii",,43.3121560572,-1.93946049309,40,,0,
1962,347,"Pio Xii.A","Pio Xii (L24,27)",43.3074987196,-1.97992309422,40,,0,
1963,348,Melodi,Melodi.Lugaritz,43.307517091,-1.99016429093,40,,0,
1964,349,"Avda Tolasa, Frente La Camara De Guipúzcoa (Donostia)","Unibertsitatea T.95 (L24)",43.3074979402,-2.00870195643,40,,0,
1965,35,Londres,"Londres (L5,25,33, 40)",43.3177889639,-1.98487045401,40,,0,
1966,350,"Zumalakarregi 9","Zumalakarregi 9 (L24,33, 40)",43.3146319021,-2.0022754158,40,,0,
1967,351,"Zumalakarregi 8",,43.3148743422,-2.00222452195,40,,0,
1968,352,Melodi,"Melodi Parkea",43.3074881942,-1.98991347935,40,,0,
1969,353,"Añorga Txiki I",,43.2894760602,-1.99833872861,40,,0,
1970,354,"Avda. Añorga, Campo De Futbol (Donostia)","Añorga I",43.2851211762,-2.00038451548,40,,0,
1971,355,"Taberna-Berri Cincuentenario, Añorga (Donostia)","Cincuentenario I",43.2817202489,-2.0032170789,40,,0,
1972,356,"Estacion De Topo De Errekalde (Donostia)","Errekalde Topo",43.2786658031,-2.00740843521,40,,0,
1973,357,Irubide,"Irubide I",43.2786818971,-2.01291735066,40,,0,
1974,358,Irubide,,43.2786818971,-2.01291735066,40,,0,
1975,359,"Belartza 2",,43.280943259,-2.01483477544,40,,0,
1976,36,"La Perla",,43.3152707705,-1.9885686277,40,,0,
1977,360,"Rotonda Belartza",,43.2810489475,-2.01034751997,40,,0,
1978,361,Belartza,,43.2810897751,-2.0150671893,40,,0,
1979,362,"Industrial Recalde, 7 (Lasarte-Oria)",Errekalde,43.2784920272,-2.00711900366,40,,0,
1980,363,"Taberna-Berri Cincuentenario, Añorga (Donostia)","Cincuentenario Ii",43.2815560465,-2.00296915917,40,,0,
1981,364,"Avda. Añorga, 61 (Donostia)","Añorga Ii",43.2856186018,-1.99927991735,40,,0,
1982,365,"Añorga Txiki Ii","Añorga Txiki Ii (L 25)",43.2896183304,-1.99755243143,40,,0,
1983,366,"Centro Comercial Garbera (Donostia)",Garbera,43.3081841632,-1.94826078437,40,,0,
1984,367,Otxoki,,43.3107877478,-1.95413700576,40,,0,
1985,368,"Baratzategi 2",,43.3138606144,-1.9592894746,40,,0,
1986,369,"Zarategi 71",,43.3163749271,-1.95377176958,40,,0,
1987,37,"Okendo 5",,43.3208957835,-1.98051151731,40,,0,
1989,371,"Berio 91",,43.3033419938,-2.01109227549,40,,0,
1990,372,"Parque Pio Xii, Amara (Donostia)","Pio Xii Parkea",43.3058179378,-1.9778673317,40,,0,
1991,373,"Berio 118",,43.3032478224,-2.01104248551,40,,0,
1992,374,Polloe,,43.3181914696,-1.96587706958,40,,0,
1993,375,"Aizgorri (Donostia)",Aizgorri,43.3096085118,-2.00347637674,40,,0,
1994,376,"Baratzategi 3",,43.3139843128,-1.95935399519,40,,0,
1995,377,Otxoki,"Otxoki Parkea",43.3106483653,-1.95414764473,40,,0,
